,lep1pt,lep2pt,theta_ll,b1pt,b2pt,theta_bb,MET,dR_l1,dR_l2
18793,105.108,81.8368,2.74139,87.2653,62.3214,2.39071,146.731,1.48321,1.85929
18794,114.163,46.503,2.14601,118.379,63.0248,1.63766,52.4703,1.53332,0.89068
18795,92.649,43.7835,1.86278,63.98,57.7087,0.913653,54.8382,1.82536,0.997838
18796,92.4786,31.2995,1.28831,61.0672,43.9367,1.05722,14.8949,1.92281,0.894035
18797,67.3959,39.6564,1.03297,81.1933,54.1811,2.9602,145.426,1.55294,3.19909
18798,102.047,39.2518,2.77066,68.6187,43.9655,0.673268,56.4997,2.00218,1.69396
18799,63.2371,33.6079,1.5105,107.759,77.2726,1.61738,102.353,0.884378,1.83729
18800,67.491,48.8497,0.784566,75.7104,39.4102,0.186327,62.4622,3.03015,1.26362
18801,63.0799,37.9055,1.41891,80.0244,53.2266,1.33237,24.5869,2.23674,1.46693
18802,78.3567,41.7629,0.722787,96.9707,93.3352,2.82948,41.5327,1.24601,2.11802
18803,95.7954,61.8539,1.60441,167.744,96.6302,2.36259,19.2456,1.6633,1.51161
18804,141.587,53.3973,2.62788,180.386,113.18,2.09976,161.206,0.538642,1.59738
18805,100.503,52.9506,0.98097,60.1637,34.5078,1.40306,96.7724,1.19115,1.83288
18806,46.6465,40.0538,1.19091,44.5347,42.0357,1.72549,74.086,2.87064,2.41421
18807,56.5369,35.4884,1.00631,54.0664,47.2305,2.32235,45.7204,1.30021,1.59181
18808,75.3136,61.6272,1.81873,54.231,36.5264,0.369439,34.6177,2.84904,2.4423
18809,50.3342,44.0372,1.12305,88.6706,43.3383,0.429273,32.0689,2.65816,2.15472
18810,44.7164,35.9795,2.42703,87.8645,51.2219,1.98271,68.6618,0.621572,2.33449
18811,64.9834,48.6449,1.92545,100.067,66.9058,2.55517,100.279,1.3187,3.04563
18812,94.2594,92.0302,2.10254,91.4884,36.6174,1.47505,20.805,1.59938,3.31181
18813,174.472,107.765,1.34016,150.194,94.2845,1.3608,275.904,0.929811,0.617493
18814,69.6815,50.182,1.81731,78.2244,59.5454,1.76531,147.223,1.96533,1.21933
18815,67.325,61.9401,0.910512,99.4805,94.8948,2.17552,49.44,1.27962,1.53252
18816,46.8337,39.3434,2.85544,70.0357,57.3168,2.26892,76.6295,1.61956,0.709814
18817,116.162,32.3492,2.05054,89.3279,53.8248,1.5394,47.11,1.67594,0.575534
18818,242.342,74.1539,1.3866,100.81,61.0693,1.74533,179.073,0.717132,1.38692
18819,62.3405,31.0209,0.430573,57.8719,48.6276,0.676883,93.3657,2.57627,1.7789
18820,55.9053,39.8877,1.31935,66.4873,47.5093,1.28411,113.087,0.693252,2.27321
18821,90.4622,71.4303,1.05537,229.948,60.6861,1.82413,30.7023,1.38435,0.997056
18822,45.2958,30.8634,0.57426,99.6536,77.1423,0.709765,54.8648,2.96735,2.62101
18823,45.8559,31.6303,1.81566,88.3475,73.518,1.81526,55.0853,1.30204,1.3697
18824,44.9366,42.9214,1.8202,104.439,33.9577,1.32382,69.7053,1.53046,0.848402
18825,48.6644,40.8306,2.79227,90.9893,43.4536,2.29715,61.9071,1.85036,2.59427
18826,97.7534,59.092,1.59841,118.546,74.5846,1.94713,81.9995,1.28611,1.58473
18827,57.5836,47.2727,1.41896,81.1087,68.6576,1.85999,33.9194,1.77337,2.09695
18828,93.2503,91.983,1.50693,67.5739,44.3139,0.91737,41.0797,1.66877,1.53831
18829,72.5038,42.0671,1.21236,58.9343,40.0712,1.8448,91.9154,1.98049,2.3552
18830,96.7999,44.7367,1.94758,182.291,113.991,2.32251,65.1346,1.25226,1.11956
18831,140.252,38.534,0.826351,162.158,50.5569,1.08894,42.4033,1.48801,1.26296
18832,97.3459,59.9639,0.783526,97.7651,33.6313,0.489567,24.5763,2.32334,2.10471
18833,70.1245,31.8252,2.20409,57.3084,33.485,1.85402,27.4112,2.73644,2.71077
18834,85.488,68.1948,2.08028,204.701,108.232,2.45163,120.12,0.878414,0.924364
18835,59.7583,39.2272,2.67275,129.984,95.3633,2.82964,66.7272,0.867335,1.44677
18836,71.2188,34.985,2.92944,81.2942,68.9542,2.17322,38.9268,1.22329,1.04729
18837,121.817,98.854,1.92679,88.4431,75.283,1.93918,45.906,1.22156,1.33625
18838,75.8915,31.5819,3.07137,52.3609,32.8096,2.50161,55.7906,1.66314,0.973832
18839,87.0278,35.3648,1.52787,152.788,131.12,2.22236,58.9962,0.964674,1.0171
18840,81.6932,74.4953,2.29608,74.4198,61.744,1.61956,33.4123,1.90456,1.38182
18841,52.5274,51.6807,1.512,84.0888,46.5247,0.793039,55.9074,1.52879,2.45288
18842,108.374,45.218,1.88655,180.895,90.0962,1.0913,134.452,0.893239,2.02513
18843,78.436,66.9079,0.99821,87.0895,47.931,1.47995,76.3234,1.75338,1.31595
18844,49.5022,49.3028,2.12892,84.4508,62.5975,1.97786,37.5733,1.12317,1.19499
18845,147.643,78.6673,1.45414,97.322,34.4168,0.778304,72.1473,1.15452,1.44934
18846,47.9488,38.3293,1.41697,116.51,88.5787,0.915833,74.2992,2.12818,2.57905
18847,55.3356,36.8673,1.08205,116.845,59.1734,2.33936,61.3001,1.64304,2.60949
18848,160.87,35.3084,1.16067,101.059,92.859,0.863882,105.699,0.810084,2.33689
18849,171.581,101.582,3.0354,218.069,33.0939,2.04943,126.732,1.5824,0.606359
18850,136.066,70.3186,2.10176,100.32,45.8889,1.48498,24.3596,0.868779,1.26447
18851,71.5057,42.0983,2.37336,93.5354,77.9162,1.87201,31.6466,1.42524,1.83778
18852,92.7526,75.7463,1.79117,173.635,97.0938,1.65278,156.642,0.681345,1.28207
18853,104.463,44.5699,2.05424,69.7357,57.695,1.90558,54.9937,1.68236,1.23946
18854,106.289,65.7928,1.24331,180.61,47.4847,2.60259,55.2126,3.36542,3.31545
18855,236.406,82.016,1.54042,125.028,35.6346,1.80678,56.5863,1.48462,1.3987
18856,53.2313,34.4687,1.06753,102.948,51.3508,1.61454,111.046,2.62593,1.44381
18857,90.4246,66.0149,2.53669,71.6408,53.2915,2.76144,66.5163,1.06151,1.3982
18858,60.01,46.3993,2.24287,119.069,51.2544,2.24201,42.4547,1.55538,1.53905
18859,69.1953,56.2314,2.50745,152.935,150.613,2.71401,14.5184,1.31644,1.2505
18860,40.8365,35.8628,1.67286,144.766,123.371,2.68051,18.8757,2.03734,1.73525
18861,113.634,79.853,2.11963,112.3,30.7285,2.14555,63.1859,1.67513,1.18261
18862,80.2728,39.0469,1.25385,131.82,54.5774,1.20482,46.996,1.44176,0.913088
18863,103.844,95.9054,0.785888,51.9843,39.3938,0.952452,59.9235,1.55067,0.97674
18864,94.4637,53.7199,1.66384,94.483,53.1357,0.707225,39.2105,2.4173,1.27956
18865,151.865,37.6218,0.539037,226.946,162.364,0.882156,61.7313,0.779767,1.01669
18866,52.4172,36.5291,1.65624,150.482,98.3063,1.34969,175.609,1.21361,1.44979
18867,114.341,110.408,1.05779,79.4539,49.5486,1.25663,87.4532,1.30414,1.54955
18868,206.997,63.3356,1.7152,111.851,49.6266,1.37562,198.941,0.8339,1.33248
18869,80.0716,77.7767,0.816322,80.218,62.6321,1.94311,17.121,2.09472,2.05474
18870,71.6229,46.3995,1.38136,61.9717,51.301,1.13963,73.9729,3.02521,0.889863
18871,98.9883,95.9854,2.78188,106.366,89.5756,2.27137,133.824,1.06051,0.592669
18872,99.0173,52.6174,0.86082,74.201,41.0287,2.45911,45.8066,1.32504,1.72877
18873,104.003,55.1345,1.15378,115.726,59.6757,0.880642,114.705,1.18297,1.38367
18874,79.5064,31.4502,1.10285,56.7944,54.1624,2.37215,87.5606,1.63927,1.23991
18875,41.9495,30.3036,2.43723,104.105,96.6797,1.50826,49.4457,0.9252,2.20198
18876,89.7111,66.7739,0.459896,115.207,90.1988,1.1311,54.4805,0.975884,0.864935
18877,165.565,52.031,1.60964,165.172,70.672,1.98405,74.6488,1.27357,1.07774
18878,66.4702,51.5166,0.63018,65.3503,52.4538,2.55161,33.4496,3.03954,1.22483
18879,94.3873,86.7055,0.773703,106.767,38.293,0.981373,35.1016,1.08546,1.26065
18880,49.6653,34.7573,0.237062,107.759,67.5681,0.829467,78.5382,3.14809,1.63368
18881,51.8619,37.6632,1.59764,125.459,82.4976,0.840409,118.45,1.29826,1.35246
18882,88.9745,46.3909,2.26575,110.162,87.7879,2.32299,5.60674,1.12156,0.929595
18883,44.8539,41.0729,2.73273,114.192,55.6974,2.08248,133.219,1.69139,0.754029
18884,85.1835,44.8665,1.86169,155.611,36.305,1.40472,20.7805,2.34255,2.41106
18885,85.6788,44.6582,1.36066,113.715,33.0085,1.34266,42.8953,1.77087,1.62148
18886,134.45,85.0668,2.31732,144.06,63.0636,0.922028,6.31308,1.87218,2.5395
18887,76.9654,70.9541,0.274729,252.476,97.0484,0.848529,73.9369,2.33275,1.68791
18888,67.7023,52.6521,2.30835,73.1357,32.3657,0.905702,11.3583,1.64718,1.50277
18889,40.7864,33.1934,2.535,58.6564,57.7847,0.460664,44.8652,3.71587,1.58602
18890,40.2264,33.2544,1.18007,87.267,87.0003,2.29447,56.1072,1.44166,2.74885
18891,67.4607,42.6028,2.80926,95.359,56.1531,1.74359,36.5858,1.98031,1.93461
18892,117.734,34.1519,2.49131,185.138,110.653,2.1914,68.7525,0.815896,0.659851
18893,91.5368,82.3075,1.59583,154.098,55.8984,0.99472,106.754,1.65365,0.749307
18894,107.296,58.4538,2.46103,178.309,82.3495,2.16797,43.5287,0.942662,0.672426
18895,43.3601,35.2614,2.17987,74.731,39.5364,2.37643,45.5205,1.56766,1.27687
18896,60.3838,34.3529,2.41039,57.9956,40.3946,0.427167,82.5502,2.41487,1.73271
18897,208.198,125.059,2.09572,144.628,143.668,0.899228,86.2682,0.61903,2.27407
18898,75.7265,44.2032,0.133798,106.603,43.809,1.00677,21.2531,3.04742,2.22384
18899,62.2815,42.8165,0.777499,60.4187,39.8909,2.82414,84.8822,2.2777,1.99163
18900,117.617,42.6462,0.97857,85.7279,51.8453,1.18779,22.4673,1.71044,1.1887
18901,99.6561,48.645,2.1804,134.277,131.028,1.71465,23.6548,1.15412,1.31368
18902,59.7499,50.9639,1.7078,88.7857,43.7801,1.00874,44.0082,3.31181,1.9949
18903,56.0202,30.6573,1.48197,94.9118,59.0294,2.24256,72.5299,2.78679,1.05775
18904,61.9915,54.5173,1.0676,95.9613,84.0879,1.86943,62.611,1.26539,1.32693
18905,102.06,32.6696,2.36513,67.4406,65.6058,2.54914,96.9305,1.56264,1.54765
18906,78.182,35.3048,0.427305,46.278,32.2584,1.37357,53.5338,1.96163,2.6644
18907,86.0443,47.887,1.88161,124.782,124.091,1.97134,47.9448,1.25137,1.16661
18908,77.1177,32.1318,0.835082,86.4273,46.8913,0.948267,20.1333,2.59352,2.28948
18909,91.2284,57.4486,0.538038,171.932,157.463,0.89997,63.7585,0.67127,1.09752
18910,76.5613,52.7496,1.12894,114.372,30.1597,2.27256,24.2115,1.60854,1.73714
18911,64.5648,52.5795,1.39515,97.5005,81.8956,2.59958,43.6615,1.60377,1.26094
18912,47.0037,30.994,2.12822,129.114,75.5674,1.35743,49.2697,1.86863,2.79537
18913,51.3975,41.9599,2.00618,126.982,39.1992,2.48246,114.29,2.66568,1.69369
18914,80.1834,48.6293,0.742081,64.975,50.4543,2.10847,28.9052,2.38738,3.16934
18915,64.7943,44.3052,2.21624,97.2919,61.5963,2.13735,87.0984,1.28261,1.96838
18916,73.7352,35.2652,1.43469,54.2698,34.3847,0.749806,18.2096,2.97785,1.30461
18917,49.703,48.5217,0.636266,90.9896,41.7807,0.553026,81.8618,2.8313,1.87746
18918,43.4767,40.2456,1.55641,47.5604,42.1567,2.94683,50.3851,2.98823,2.09603
18919,71.8363,31.7553,1.76949,100.002,35.2574,1.36005,20.8596,2.48104,3.07216
18920,65.2683,37.7333,1.24929,112.979,42.1695,1.54797,64.5629,2.29238,1.98841
18921,53.7473,44.0474,1.1773,91.9842,58.1621,1.99111,44.9923,1.92685,1.57434
18922,67.8322,40.1371,2.84539,59.0524,53.6219,2.85537,65.2654,0.664568,0.903712
18923,53.2065,50.5125,1.15139,55.2657,43.3487,1.32706,21.8262,3.02514,2.35386
18924,85.3291,56.2885,1.32905,92.0985,88.4553,2.02172,23.1555,1.30057,0.732823
18925,55.0685,41.7382,1.81685,78.5374,40.9223,1.61255,57.0412,1.27108,1.72066
18926,257.884,94.4034,2.61823,135.911,112.616,2.40977,64.9652,1.35269,1.06483
18927,47.4941,33.1419,0.713868,160.447,149.814,2.68004,24.0569,1.16087,1.89433
18928,40.5796,36.1047,1.69827,155.163,50.3209,2.44266,57.1794,0.669555,1.83144
18929,69.8461,42.3751,3.06463,76.4548,70.3335,1.95399,62.2483,1.44664,2.96212
18930,98.0548,64.5509,1.27103,62.6187,57.7901,1.53255,36.3666,1.95551,1.26314
18931,79.0565,53.8846,1.50125,130.656,69.6958,1.4166,87.4108,1.0981,1.1331
18932,70.6988,52.8536,2.28219,63.0886,48.8447,2.35798,84.7442,0.958657,1.71883
18933,107.236,76.0652,1.8274,73.4567,54.3051,1.27758,69.4722,1.07133,1.92397
18934,55.4913,53.1241,1.3792,51.1189,43.0456,2.37528,76.2757,1.9131,1.76573
18935,245.83,101.015,2.02013,214.408,51.2353,2.40594,4.74637,0.977632,0.762108
18936,76.7747,58.9049,2.08958,96.3213,60.3276,1.16128,83.2985,1.39843,2.19011
18937,56.3709,46.5587,0.836734,74.4215,38.3073,2.01809,80.942,1.52229,1.3172
18938,46.5482,41.9116,2.45161,175.445,51.1577,2.45573,69.6719,1.89332,2.51176
18939,141.344,102.183,2.25747,130.977,71.1144,2.25674,34.5909,1.20197,0.985041
18940,67.7021,52.9734,1.82578,69.1874,69.1516,1.00905,24.0574,0.911355,2.20137
18941,36.4078,30.9358,1.81023,143.546,107.895,2.51019,61.6343,0.575362,2.26089
18942,62.8701,33.5006,1.04356,78.3066,30.5879,0.573745,85.7444,1.11985,1.15855
18943,35.8886,32.9117,0.563369,58.3007,57.1751,1.25759,86.2287,1.40137,3.02726
18944,44.422,40.2026,1.05858,184.41,66.9386,1.61541,48.0468,1.21599,2.39435
18945,63.137,37.022,1.2363,62.5604,58.1216,2.2189,41.4439,2.07145,2.34734
18946,107.167,34.6516,1.69296,49.9627,40.4367,0.465788,101.794,2.17128,1.40196
18947,43.1811,31.4325,0.446168,72.4155,66.8378,0.924377,29.2441,0.521913,2.82868
18948,78.2357,48.669,2.66895,144.598,131.451,2.76629,69.1805,1.14008,1.60622
18949,58.9977,56.7297,1.31211,62.4002,59.9555,1.36962,40.5306,2.09138,2.69353
18950,66.3185,40.0708,1.41793,78.8787,73.4473,1.13332,7.25713,2.2279,2.10528
18951,67.4768,36.0205,0.465958,143.563,124.062,0.958538,69.2303,0.764076,1.40057
18952,117.944,39.0689,2.61976,279.204,117.068,2.44084,83.6924,0.608802,0.821888
18953,92.7256,32.8745,1.87423,85.1577,48.4684,0.967321,103.043,2.13763,0.996622
18954,101.376,33.09,1.68105,162.895,106.162,2.40171,32.6148,1.24886,1.09124
18955,47.9583,34.2071,0.672913,89.0332,35.2252,0.402422,57.9654,3.05889,2.38982
18956,56.0654,31.7912,0.354173,50.0525,35.732,1.68741,33.0504,1.11,2.90919
18957,88.719,63.6054,2.08612,85.5343,40.1112,2.56221,75.5442,1.30225,2.09321
18958,65.6259,48.1223,1.3596,70.8303,65.3254,0.816786,28.2547,1.252,1.26386
18959,129.556,45.7165,1.51301,129.835,45.3644,1.88311,67.107,3.10076,2.18472
18960,68.5588,56.2081,2.32431,141.001,95.5443,2.77497,69.909,0.856092,1.74318
18961,44.3791,34.2696,2.38034,141.673,58.2772,1.91714,84.5359,1.19998,1.66657
18962,76.8454,42.3884,1.15154,139.681,95.6601,1.74792,26.7036,1.14559,1.50427
18963,70.8012,67.4196,1.1525,71.2541,48.0678,1.02457,39.5483,1.46644,2.73361
18964,40.074,31.348,1.68664,192.658,34.791,1.76803,120.802,0.839481,1.80686
18965,81.8151,48.4218,2.21871,189.436,116.078,2.53146,122.169,0.636159,0.933046
18966,43.8606,39.6206,1.00241,56.9704,45.1143,2.54143,47.3971,1.31925,2.65284
18967,75.3239,33.0908,1.11271,88.2737,39.4867,0.827163,64.1215,1.48883,2.9349
18968,78.4758,52.3553,1.90668,120.933,32.2983,1.53773,146.036,1.55368,1.83358
18969,59.2496,52.6425,1.85359,72.8887,70.7196,1.26622,41.7286,1.27176,1.20827
18970,59.0999,45.2804,1.32062,129.178,37.4773,2.55557,75.4421,1.15662,1.56322
18971,102.818,35.5247,0.474704,104.447,54.4856,0.372419,86.1353,1.13948,1.19838
18972,46.0029,37.0257,0.677244,74.7315,36.0954,1.51687,40.4258,1.76074,1.8832
18973,94.8442,73.7313,1.70398,148.937,108.778,2.08975,40.5395,1.29582,1.44061
18974,179.774,40.2377,1.8213,123.26,89.1875,1.58133,71.09,1.19257,1.55113
18975,67.6474,44.056,0.867557,124.571,67.5154,1.35529,58.5604,0.612946,0.556178
18976,67.5141,42.8669,2.21792,87.1836,30.7255,1.79991,23.2849,2.1716,1.76686
18977,80.7967,63.8304,2.30705,193.833,145.775,2.49499,27.7694,1.17644,1.49842
18978,71.6984,65.7841,1.73422,78.0257,74.2352,1.51159,65.1163,1.51299,1.66924
18979,60.7756,44.5295,1.06049,61.5603,48.8539,0.848711,47.5163,2.54231,1.51051
18980,92.3218,86.5796,2.15099,110.3,36.9514,0.960323,111.531,0.913894,1.64551
18981,78.5685,35.1614,1.28761,92.0156,35.735,0.677971,59.9804,1.15895,3.43061
18982,55.2513,51.5488,1.64989,77.0547,65.5295,1.1103,39.7723,2.80456,1.52115
18983,322.872,42.9352,2.33138,212.548,113.837,2.73452,199.312,0.622668,0.682031
18984,56.828,35.2461,2.46701,131.317,37.407,1.57465,27.0607,3.19173,2.9451
18985,53.266,36.3344,1.66018,108.342,48.1695,1.49148,8.22581,1.268,3.03403
18986,54.0789,36.5909,0.62859,115.083,52.91,1.10668,80.6845,2.80685,2.35459
18987,60.18,41.7687,1.64908,119.967,81.5561,1.76519,48.8354,2.03015,2.01015
18988,58.9447,57.4209,2.46751,157.689,43.4904,2.28939,129.693,1.47882,0.958579
18989,54.5406,33.6278,2.49587,71.4005,60.143,2.1242,45.8284,1.58907,1.69729
18990,109.185,81.4039,2.44295,131.698,40.9864,2.26436,116.635,1.20707,1.11984
18991,67.8319,46.9272,1.25182,71.5,66.7416,1.56704,77.6718,1.0147,1.97117
18992,83.6497,57.0795,1.70129,75.1618,62.8711,3.06061,30.4189,2.59948,2.34796
18993,73.1703,49.4013,2.09381,67.4879,52.9118,0.776145,42.0256,2.34865,1.02302
18994,76.3607,61.3359,2.23759,92.683,49.9542,2.84092,27.4169,1.51883,2.75626
18995,51.4304,42.9905,0.454669,87.0833,46.6937,0.583243,2.10115,2.36834,3.04983
18996,69.2483,53.2003,1.2092,64.7986,60.8444,0.59861,18.8958,2.78192,2.54835
18997,90.7428,46.8296,2.24416,106.653,75.7981,2.07579,69.8279,1.01658,1.9797
18998,138.522,104.787,3.03225,118.622,116.552,2.53775,95.1675,0.938252,1.40562
18999,67.1969,34.3234,0.538384,99.2074,44.5,1.11678,129.805,3.59201,0.810379
19000,98.1371,96.6539,1.98633,77.4421,63.4331,1.99572,257.393,1.35046,1.30425
19001,38.2112,37.8074,1.58564,57.8681,55.9506,1.77086,43.1097,2.44802,0.667999
19002,74.4579,37.0147,1.87284,192.303,40.7806,1.5499,108.497,1.81883,1.59796
19003,80.9731,61.3294,0.528876,74.883,38.1189,0.620415,67.0697,2.81384,1.87369
19004,175.027,83.9708,0.713205,98.422,68.4827,0.950233,56.181,0.656599,1.36626
19005,87.2158,34.8461,1.83696,127.248,35.1513,1.87767,26.7848,1.51314,1.08404
19006,82.4717,33.5388,2.53141,94.2803,48.9783,2.13949,34.2263,1.53322,1.42038
19007,142.199,93.1222,1.24847,230.924,63.0865,1.38617,107.894,1.47631,1.00371
19008,65.6332,56.8793,1.93614,105.335,33.105,0.759867,67.6931,2.13464,1.35495
19009,61.0395,37.3921,1.40946,149.402,59.5225,2.11338,10.8677,0.703974,1.20331
19010,82.1795,46.8018,0.934496,84.9149,61.1557,1.82762,127.367,1.3447,1.35683
19011,77.6939,51.0732,2.62841,91.6005,61.7464,2.1405,44.1971,2.04691,1.55302
19012,59.4381,44.7564,0.744459,178.997,110.443,1.7065,125.245,1.15033,0.818182
19013,74.3766,54.1358,1.31755,122.065,49.2952,1.87605,63.7556,2.24713,1.32142
19014,42.3698,32.8686,2.90949,105.727,90.5394,1.89828,31.4907,0.704068,2.14394
19015,75.3572,47.1555,2.45371,190.323,126.641,1.90994,139.303,0.529779,0.752689
19016,64.2864,30.9216,0.78922,98.8389,47.7376,2.70018,87.6249,1.4396,2.41985
19017,53.9688,40.5364,2.49903,103.204,36.9709,2.44155,139.385,1.11379,2.15466
19018,147.325,75.6147,1.21711,99.7271,86.9206,0.993339,28.0041,1.27546,1.50292
19019,53.8721,37.3755,2.76532,98.2897,36.9005,1.62468,117.422,1.37258,2.10163
19020,64.4,51.3607,1.80878,111.095,33.5983,1.01149,41.3008,3.06713,2.07649
19021,87.0573,46.4523,2.08019,154.624,123.091,2.29552,69.8572,1.05237,1.12797
19022,192.904,36.9984,0.99381,110.784,32.6864,0.444528,70.7124,2.49194,0.959836
19023,144.309,45.2185,2.04411,80.6289,58.4679,1.25513,133.2,0.873757,1.0198
19024,96.5764,85.5253,1.57869,64.7132,37.0313,1.06723,29.8133,0.945677,0.887411
19025,67.8401,45.4321,1.31408,209.849,101.734,1.05414,53.9845,1.92573,1.18771
19026,62.5784,46.6412,0.98615,116.334,37.5448,1.38144,101.961,1.46508,1.6833
19027,69.6595,55.2916,1.62829,116.568,97.2324,2.35363,31.07,1.17626,1.76039
19028,53.6535,46.7071,1.24171,114.057,75.5302,1.56945,41.3805,0.630035,2.05113
19029,51.6612,34.1687,1.88985,108.322,77.5381,2.71238,51.3261,1.04205,1.21408
19030,60.289,32.9771,1.21166,62.6565,40.972,1.26302,48.5752,2.31238,0.819656
19031,88.1432,42.5925,1.1225,60.5778,33.1274,0.193043,102.46,1.66991,0.972358
19032,96.7366,34.1725,2.5977,146.825,111.651,1.36649,23.5805,1.41894,1.48611
19033,48.7347,45.9337,1.4072,73.0909,64.9313,1.2341,86.6913,2.70394,2.81344
19034,108.36,76.018,2.10828,159.829,88.8538,2.11641,58.7526,1.22769,1.24695
19035,199.717,43.897,1.76503,132.393,35.9113,1.83201,44.6474,2.26834,1.39887
19036,43.9339,43.821,1.32074,62.056,57.9283,0.618394,44.002,3.00454,2.59189
19037,61.0021,43.7853,1.23669,40.5576,34.5356,1.07346,121.9,2.93075,2.63753
19038,46.7318,38.1745,0.67513,62.9431,62.4965,1.29053,35.891,2.25857,1.22171
19039,58.0776,45.4075,2.46873,91.5873,59.3549,2.88461,114.509,0.776036,1.57205
19040,68.0507,37.5967,0.262617,88.7814,71.5385,1.28846,69.6127,2.15914,1.60392
19041,79.4221,39.5329,1.98611,74.5797,72.8315,1.31039,47.4045,1.878,1.81441
19042,85.9101,34.7397,2.07538,124.528,56.2132,2.47987,69.3419,1.68012,1.25433
19043,92.9752,92.2061,0.146023,89.5606,42.289,0.381874,53.3586,1.9691,2.27253
19044,57.7063,43.1724,0.963206,50.1438,31.3386,1.54905,58.2105,2.97555,2.16032
19045,48.3584,30.9816,1.62986,132.57,49.8155,1.54819,85.152,1.29812,2.36372
19046,255.657,150.372,1.74393,134.663,65.329,2.41873,60.513,1.20397,0.902399
19047,69.1937,47.9747,1.08332,94.7311,82.4182,0.752556,9.18578,1.36413,1.09317
19048,72.9997,66.4054,2.18902,66.7197,50.1263,1.51889,67.2882,1.56605,0.819534
19049,102.202,87.3526,0.909243,169.233,110.546,0.787086,21.3241,0.945723,1.55095
19050,122.183,109.213,1.8302,117.727,89.6652,2.08829,82.4942,2.24413,0.592883
19051,74.1614,63.8836,1.14568,68.072,57.731,1.19308,69.5361,1.46778,2.24717
19052,58.2132,34.1465,1.8699,43.492,41.8733,1.85731,100.615,1.99651,1.18848
19053,63.6677,45.6685,1.69503,183.83,129.814,2.36455,53.2346,0.579249,1.29477
19054,88.314,74.4587,1.50776,135.72,86.0714,1.59195,28.82,1.25773,1.3498
19055,121.646,76.8147,1.32781,186.267,168.701,0.873803,96.4125,0.748628,0.896256
19056,67.4699,56.8753,0.279397,136.647,90.3753,1.19838,17.9856,1.60323,2.29708
19057,42.0338,35.0355,1.61877,88.0101,52.089,1.22251,34.326,3.26873,2.14405
19058,115.983,104.96,0.737416,99.9921,87.3094,1.82647,22.7723,3.11446,2.01454
19059,44.7998,41.8142,0.22198,123.282,70.907,0.640569,63.2874,2.3951,3.0292
19060,80.433,37.6507,0.243446,75.0686,42.3016,0.717803,77.7459,2.17988,2.95988
19061,50.7132,38.2424,2.07501,129.678,92.728,1.70098,110.341,1.21983,2.17043
19062,34.02,32.0613,0.717135,192.053,125.037,0.756636,66.8207,1.35052,1.42188
19063,98.1217,52.8109,0.79659,76.2771,36.8504,0.911523,34.2471,2.99079,1.95855
19064,55.3814,53.7869,1.53158,89.0199,76.8913,1.44068,22.2664,2.32097,2.06802
19065,43.2104,39.0322,2.70576,138.413,38.9827,1.59123,60.9047,1.91442,2.21713
19066,120.039,38.5604,0.946295,42.5094,35.9071,0.285602,52.6794,2.34148,1.47184
19067,79.2036,46.8784,2.48753,100.438,70.4378,1.83536,34.383,2.44504,0.814114
19068,50.5692,34.7189,0.726056,73.7899,71.4406,1.82101,42.8363,2.38713,1.44203
19069,132.626,53.5942,2.1864,162.286,51.4904,2.08253,7.54981,1.28465,0.965599
19070,72.1948,69.9389,1.76088,56.3814,32.5273,1.01277,33.5547,2.92322,0.632451
19071,78.0813,56.8468,1.06479,171.438,105.084,1.41381,33.9532,1.23351,0.877707
19072,60.4295,30.178,2.12282,128.606,63.1849,2.1614,85.3339,2.30939,1.87106
19073,116.503,63.241,1.49475,106.558,48.3506,1.38121,128.575,1.17664,1.64018
19074,37.3935,36.3939,1.90576,81.6408,57.908,1.29205,104.111,2.3252,0.806261
19075,45.4092,44.9022,2.0214,66.8903,47.9426,2.38028,35.8253,1.46635,1.90683
19076,60.6893,36.598,1.49471,87.4348,82.6828,2.31932,91.5472,2.22646,1.06869
19077,87.5036,71.4398,2.13306,151.602,84.4686,2.96997,77.5414,1.27296,0.58233
19078,48.8973,42.9592,0.462861,67.1812,50.5678,0.96014,77.0835,1.69786,3.01177
19079,76.1728,49.53,2.66246,72.5737,68.3721,1.87769,67.4994,2.42984,1.59575
19080,43.6775,36.057,1.58989,151.382,44.3578,2.03315,150.995,2.23447,0.837537
19081,49.416,31.0421,1.25113,152.051,78.205,2.096,74.5376,2.35189,0.977507
19082,107.293,73.06,1.66555,91.6682,64.5391,2.03972,52.2164,1.33177,1.67084
19083,82.9025,51.2126,0.72942,124.784,88.3379,0.86758,49.003,1.3185,1.66918
19084,117.452,39.8797,0.982769,135.357,108.918,1.29755,82.4483,0.926037,1.18362
19085,83.3388,56.384,2.22652,88.7941,48.3255,0.961936,98.8558,1.38378,0.780853
19086,49.3082,32.8063,2.35703,193.107,182.379,2.51793,29.1719,0.811087,0.736232
19087,66.2851,43.852,1.33304,182.206,65.8697,1.29195,154.363,0.893409,1.05722
19088,70.763,53.6373,2.5067,40.4331,37.8551,1.14638,110.328,1.04496,1.55338
19089,167.725,84.159,2.50011,163.013,43.9936,2.54247,58.0169,0.572561,1.78888
19090,83.7083,47.148,2.91113,114.363,82.4196,2.65786,37.2031,1.3872,0.730124
19091,130.374,68.7632,2.67889,108.053,60.9585,1.45148,120.865,1.29701,1.21418
